filepath,class,label,split
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0492.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0301.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0160.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0116.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0484.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0226.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0411.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0422.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0044.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0148.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0479.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0022.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0066.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0178.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0074.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0019.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0130.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0413.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0196.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0402.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0311.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0593.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0319.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0517.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0134.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0087.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0539.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0055.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0060.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0051.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0022.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0165.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0482.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0451.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0187.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0518.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0071.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0161.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0182.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0574.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0590.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0426.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0064.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0524.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0572.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0432.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0491.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0570.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0082.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0560.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0152.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0013.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0511.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0515.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0204.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0515.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0048.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0240.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0062.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0574.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0029.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0405.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0020.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0368.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0416.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0088.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0265.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0415.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0521.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0464.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0112.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0477.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0409.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0016.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0577.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0290.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0180.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0342.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0213.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0076.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0424.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0464.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0061.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0090.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0018.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0143.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0436.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0271.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0057.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0481.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0431.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0339.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0005.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0369.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0124.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0257.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0495.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0423.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0241.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0551.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0013.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0024.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0274.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0404.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0498.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0508.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0029.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0232.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0296.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0259.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0110.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0486.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0563.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0239.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0259.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0447.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0095.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0536.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0332.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0231.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0209.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0136.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0261.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0104.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0342.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0493.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0246.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0275.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0336.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0157.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0114.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0587.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0521.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0432.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0498.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0047.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0415.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0462.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0281.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0183.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0481.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0193.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0074.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0592.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0021.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0478.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0387.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0479.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0258.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0363.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0397.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Healthy/Corn_Healthy_0328.jpg,Healthy,0,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0542.jpg,Common_Rust,1,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Northern_Leaf_Blight/Corn_Northern_Leaf_Blight_0037.jpg,Northern_Leaf_Blight,2,train
/content/drive/MyDrive/Plant Disease Detection (Computer Vision)/1st Raw_Data/Corn/Final_Combined/Common_Rust/Corn_Common_Rust_0556.jpg,Common_Rust,1,train
